id,release_date,movie,production_budget,domestic_gross,worldwide_gross,year_x,studio_bom,domestic_gross_y,foreign_gross_bom,year_y,movie_clean,profit,ROI,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,main_genres,clean_title
88,2012-07-06,savages,45000000.0,47323100.0,,2012,unknown,,,,savages,,,tt1615065,Savages,Savages,2012,131,"Crime,Drama,Thriller",6.5,115793,Crime,savages
90,2014-05-23,blended,45000000.0,46290741.0,127990741.0,2014,WB,46300000.0,81700000.0,2014.0,blended,82990741.0,1.8442386888888889,tt1086772,Blended,Blended,2014,117,"Comedy,Romance",6.5,106491,Comedy,blended
91,2017-06-16,all eyez on me,45000000.0,44922302.0,,2017,unknown,,,,all eyez on me,,,tt1666185,All Eyez on Me,All Eyez on Me,2017,139,"Biography,Drama,Music",5.8,18541,Biography,all eyez on me
3,1994-11-04,frankenstein,45000000.0,22006296.0,,1994,unknown,,,,frankenstein,,,tt1795369,Frankenstein,National Theatre Live: Frankenstein,2011,130,Drama,9.0,1832,Drama,frankenstein
3,1994-11-04,frankenstein,45000000.0,22006296.0,,1994,unknown,,,,frankenstein,,,tt2286560,Frankenstein,Frankenstein,2011,82,"Drama,Horror",1.9,67,Drama,frankenstein
3,1994-11-04,frankenstein,45000000.0,22006296.0,,1994,unknown,,,,frankenstein,,,tt4086032,Frankenstein,Frankenstein,2015,89,"Horror,Sci-Fi,Thriller",5.1,2089,Horror,frankenstein
6,2019-05-03,uglydolls,45000000.0,19894664.0,,2019,unknown,,,,uglydolls,,,tt1946502,UglyDolls,UglyDolls,2019,87,"Adventure,Animation,Comedy",4.5,1176,Adventure,uglydolls
7,2001-01-19,the pledge,45000000.0,19719930.0,,2001,unknown,,,,the pledge,,,tt1878917,The Pledge,The Pledge,2011,118,"Drama,Family",6.3,164,Drama,the pledge
10,2005-07-01,rebound,45000000.0,16809014.0,,2005,unknown,,,,rebound,,,tt2837194,Rebound,Rebound,2014,84,"Horror,Mystery,Thriller",4.2,259,Horror,rebound
11,2010-02-19,the ghost writer,45000000.0,15541549.0,60241549.0,2010,Sum.,15500000.0,44700000.0,2010.0,the ghost writer,15241549.0,0.3387010888888889,tt1139328,The Ghost Writer,The Ghost Writer,2010,128,"Drama,Mystery,Thriller",7.2,148274,Drama,the ghost writer
15,2012-09-21,dredd,45000000.0,13414714.0,35614714.0,2012,LGF,13400000.0,22200000.0,2012.0,dredd,-9385286.0,-0.2085619111111111,tt1343727,Dredd,Dredd,2012,95,"Action,Crime,Sci-Fi",7.1,234616,Action,dredd
16,2011-10-28,the rum diary,45000000.0,13109815.0,23909815.0,2011,FD,13100000.0,10800000.0,2011.0,the rum diary,-21090185.0,-0.46867077777777777,tt0376136,The Rum Diary,The Rum Diary,2011,119,"Comedy,Drama",6.2,94787,Comedy,the rum diary
18,2018-12-21,welcome to marwen,45000000.0,10763520.0,12863520.0,2018,Uni.,10800000.0,2100000.0,2018.0,welcome to marwen,-32136480.0,-0.714144,tt3289724,Welcome to Marwen,Welcome to Marwen,2018,116,"Biography,Comedy,Drama",6.1,8920,Biography,welcome to marwen
19,2011-10-21,johnny english reborn,45000000.0,8406711.0,160206711.0,2011,Uni.,8300000.0,151800000.0,2011.0,johnny english reborn,115206711.0,2.5601491333333333,tt1634122,Johnny English Reborn,Johnny English Reborn,2011,101,"Action,Adventure,Comedy",6.3,110824,Action,johnny english reborn
24,2002-12-25,pinocchio,45000000.0,3681811.0,,2002,unknown,,,,pinocchio,,,tt1693039,Pinocchio,Pinocchio,2012,75,"Animation,Family,Fantasy",6.3,224,Animation,pinocchio
24,2002-12-25,pinocchio,45000000.0,3681811.0,,2002,unknown,,,,pinocchio,,,tt5263832,Pinocchio,Pinocchio,2015,75,Documentary,6.8,8,Documentary,pinocchio
68,1940-02-09,pinocchio,2289247.0,84300000.0,,1940,unknown,,,,pinocchio,,,tt1693039,Pinocchio,Pinocchio,2012,75,"Animation,Family,Fantasy",6.3,224,Animation,pinocchio
68,1940-02-09,pinocchio,2289247.0,84300000.0,,1940,unknown,,,,pinocchio,,,tt5263832,Pinocchio,Pinocchio,2015,75,Documentary,6.8,8,Documentary,pinocchio
26,2012-12-31,foodfight!,45000000.0,0.0,,2012,unknown,,,,foodfight!,,,tt0249516,Foodfight!,Foodfight!,2012,91,"Action,Animation,Comedy",1.9,8248,Action,foodfight!
27,2012-10-12,argo,44500000.0,136025503.0,232325503.0,2012,WB,136000000.0,96300000.0,2012.0,argo,187825503.0,4.220797820224719,tt1024648,Argo,Argo,2012,120,"Biography,Drama,Thriller",7.7,534683,Biography,argo
31,2010-07-30,charlie st. cloud,44000000.0,31206263.0,48206263.0,2010,Uni.,31200000.0,17000000.0,2010.0,charlie st. cloud,4206263.0,0.09559688636363636,tt1438254,Charlie St. Cloud,Charlie St. Cloud,2010,99,"Drama,Fantasy,Romance",6.5,55016,Drama,charlie st. cloud
32,1996-02-02,the juror,44000000.0,22730924.0,,1996,unknown,,,,the juror,,,tt6985094,The Juror,Bae-sim-won,2019,114,Drama,6.3,13,Drama,the juror
33,2014-02-06,the interview,44000000.0,6105175.0,,2014,unknown,,,,the interview,,,tt2788710,The Interview,The Interview,2014,112,Comedy,6.5,286341,Comedy,the interview
34,1980-11-19,heaven's gate,44000000.0,3484331.0,,1980,unknown,,,,heaven's gate,,,tt3570720,Heaven's Gate,Heaven's Gate,2013,47,Documentary,6.8,5,Documentary,heaven's gate
35,2013-06-28,the heat,43000000.0,159581587.0,229881587.0,2013,Fox,159600000.0,70300000.0,2013.0,the heat,186881587.0,4.3460834186046515,tt2404463,The Heat,The Heat,2013,117,"Action,Comedy,Crime",6.6,153501,Action,the heat
41,2017-01-06,a monster calls,43000000.0,3740823.0,47340823.0,2017,Focus,3700000.0,43600000.0,2016.0,a monster calls,4340823.0,0.10094937209302325,tt3416532,A Monster Calls,A Monster Calls,2016,108,"Animation,Drama,Fantasy",7.5,70416,Animation,a monster calls
42,2011-01-28,the mechanic,42500000.0,29121498.0,76121498.0,2011,CBS,29100000.0,47000000.0,2011.0,the mechanic,33621498.0,0.7910940705882353,tt0472399,The Mechanic,The Mechanic,2011,93,"Action,Crime,Thriller",6.6,141254,Action,the mechanic
44,2012-03-16,21 jump street,42000000.0,138447667.0,201547667.0,2012,Sony,138400000.0,63100000.0,2012.0,21 jump street,159547667.0,3.798753976190476,tt1232829,21 Jump Street,21 Jump Street,2012,109,"Action,Comedy,Crime",7.2,477771,Action,21 jump street
48,1992-07-01,boomerang,42000000.0,70052444.0,,1992,unknown,,,,boomerang,,,tt3582040,Boomerang,Boomerang,2015,101,"Drama,Romance",6.6,790,Drama,boomerang
48,1992-07-01,boomerang,42000000.0,70052444.0,,1992,unknown,,,,boomerang,,,tt8023700,Boomerang,Boomerang,2019,120,"Action,Thriller",5.8,218,Action,boomerang
48,1992-07-01,boomerang,42000000.0,70052444.0,,1992,unknown,,,,boomerang,,,tt8027144,Boomerang,Boomerang,2018,90,Comedy,6.3,6,Comedy,boomerang
51,2017-05-12,snatched,42000000.0,45852178.0,60852178.0,2017,Fox,45900000.0,15000000.0,2017.0,snatched,18852178.0,0.44886138095238093,tt1245534,Snatched,Snatched,2011,81,Comedy,5.5,61,Comedy,snatched
51,2017-05-12,snatched,42000000.0,45852178.0,60852178.0,2017,Fox,45900000.0,15000000.0,2017.0,snatched,18852178.0,0.44886138095238093,tt2334871,Snatched,Snatched,2017,90,"Action,Adventure,Comedy",4.5,29997,Action,snatched
52,2012-10-12,here comes the boom,42000000.0,45290318.0,73090318.0,2012,Sony,45300000.0,27800000.0,2012.0,here comes the boom,31090318.0,0.7402456666666667,tt1648179,Here Comes the Boom,Here Comes the Boom,2012,105,"Action,Comedy,Sport",6.4,81761,Action,here comes the boom
55,2011-03-11,red riding hood,42000000.0,37662162.0,89162162.0,2011,WB,37700000.0,51500000.0,2011.0,red riding hood,47162162.0,1.122908619047619,tt1486185,Red Riding Hood,Red Riding Hood,2011,100,"Fantasy,Horror,Mystery",5.5,102369,Fantasy,red riding hood
58,2018-12-25,holmes & watson,42000000.0,30568743.0,,2018,unknown,,,,holmes & watson,,,tt1255919,Holmes & Watson,Holmes & Watson,2018,90,"Adventure,Comedy,Crime",3.8,17661,Adventure,holmes & watson
59,2012-01-27,one for the money,42000000.0,26414527.0,36914527.0,2012,LGF,26400000.0,10500000.0,2012.0,one for the money,-5085473.0,-0.12108269047619048,tt1598828,One for the Money,One for the Money,2012,91,"Action,Comedy,Crime",5.3,38473,Action,one for the money
63,1992-10-02,hero,42000000.0,19487173.0,,1992,unknown,,,,hero,,,tt2429086,Hero,Hero,2012,163,"Action,Drama,Thriller",3.8,200,Action,hero
63,1992-10-02,hero,42000000.0,19487173.0,,1992,unknown,,,,hero,,,tt4226970,Hero,Hero,2015,120,"Crime,Drama",6.3,263,Crime,hero
63,1992-10-02,hero,42000000.0,19487173.0,,1992,unknown,,,,hero,,,tt4467202,Hero,Hero,2015,145,"Action,Drama,Romance",3.7,1998,Action,hero
64,2012-01-27,man on a ledge,42000000.0,18620000.0,46220000.0,2012,LG/S,18600000.0,27600000.0,2012.0,man on a ledge,4220000.0,0.10047619047619048,tt1568338,Man on a Ledge,Man on a Ledge,2012,102,"Action,Adventure,Crime",6.6,137507,Action,man on a ledge
65,2010-12-03,the warrior's way,42000000.0,5666340.0,11066340.0,2010,Rela.,5700000.0,5400000.0,2010.0,the warrior's way,-30933660.0,-0.7365157142857143,tt1032751,The Warrior's Way,The Warrior's Way,2010,100,"Action,Fantasy,Western",6.3,24271,Action,the warrior's way
71,2019-05-31,rocketman,41000000.0,57342725.0,,2019,unknown,,,,rocketman,,,tt2066051,Rocketman,Rocketman,2019,121,"Biography,Drama,Music",7.7,24266,Biography,rocketman
74,2011-10-14,the big year,41000000.0,7204138.0,7448138.0,2011,Fox,7200000.0,244000.0,2011.0,the big year,-33551862.0,-0.8183380975609756,tt1053810,The Big Year,The Big Year,2011,100,Comedy,6.2,39522,Comedy,the big year
77,2010-06-11,the karate kid,40000000.0,176591618.0,359091618.0,2010,Sony,176600000.0,182500000.0,2010.0,the karate kid,319091618.0,7.97729045,tt1155076,The Karate Kid,The Karate Kid,2010,140,"Action,Drama,Family",6.2,146401,Action,the karate kid
63,1984-06-22,the karate kid,8000000.0,90815558.0,273315558.0,1984,Sony,176600000.0,182500000.0,2010.0,the karate kid,265315558.0,33.16444475,tt1155076,The Karate Kid,The Karate Kid,2010,140,"Action,Drama,Family",6.2,146401,Action,the karate kid
78,2015-02-13,fifty shades of grey,40000000.0,166167230.0,570967230.0,2015,Uni.,166200000.0,404800000.0,2015.0,fifty shades of grey,530967230.0,13.27418075,tt2322441,Fifty Shades of Grey,Fifty Shades of Grey,2015,125,"Drama,Romance,Thriller",4.1,279126,Drama,fifty shades of grey
79,2009-06-19,the proposal,40000000.0,163958031.0,,2009,unknown,,,,the proposal,,,tt8106592,The Proposal,The Proposal,2018,86,Documentary,5.6,41,Documentary,the proposal
80,2013-12-13,american hustle,40000000.0,150117807.0,251217807.0,2013,Sony,150100000.0,101100000.0,2013.0,american hustle,211217807.0,5.280445175,tt1800241,American Hustle,American Hustle,2013,138,"Crime,Drama",7.2,418221,Crime,american hustle
83,2014-07-25,lucy,40000000.0,126573960.0,463273960.0,2014,Uni.,126700000.0,336700000.0,2014.0,lucy,423273960.0,10.581849,tt2872732,Lucy,Lucy,2014,89,"Action,Sci-Fi,Thriller",6.4,403194,Action,lucy
83,2014-07-25,lucy,40000000.0,126573960.0,463273960.0,2014,Uni.,126700000.0,336700000.0,2014.0,lucy,423273960.0,10.581849,tt6142034,Lucy,Lucy,2016,40,Documentary,7.0,6,Documentary,lucy
84,2013-12-25,lone survivor,40000000.0,125095601.0,154795601.0,2013,Uni.,125100000.0,29700000.0,2013.0,lone survivor,114795601.0,2.869890025,tt1091191,Lone Survivor,Lone Survivor,2013,121,"Action,Biography,Drama",7.5,246641,Action,lone survivor
91,2010-10-01,the social network,40000000.0,96962694.0,224962694.0,2010,Sony,97000000.0,128000000.0,2010.0,the social network,184962694.0,4.62406735,tt1285016,The Social Network,The Social Network,2010,120,"Biography,Drama",7.7,568578,Biography,the social network
95,2016-01-15,ride along 2,40000000.0,90862685.0,124262685.0,2016,Uni.,91200000.0,33400000.0,2016.0,ride along 2,84262685.0,2.106567125,tt2869728,Ride Along 2,Ride Along 2,2016,102,"Action,Comedy,Crime",5.9,48688,Action,ride along 2
97,2015-03-27,get hard,40000000.0,90411453.0,111811453.0,2015,WB,90400000.0,21400000.0,2015.0,get hard,71811453.0,1.795286325,tt2561572,Get Hard,Get Hard,2015,100,"Comedy,Crime",6.0,111187,Comedy,get hard
100,2016-10-14,the accountant,40000000.0,86260045.0,155160045.0,2016,WB,86300000.0,68900000.0,2016.0,the accountant,115160045.0,2.879001125,tt2140479,The Accountant,The Accountant,2016,128,"Action,Crime,Drama",7.3,233022,Action,the accountant
1,2014-11-14,dumb and dumber to,40000000.0,86208010.0,169808010.0,2014,Uni.,86200000.0,83600000.0,2014.0,dumb and dumber to,129808010.0,3.24520025,tt2096672,Dumb and Dumber To,Dumb and Dumber To,2014,109,"Adventure,Comedy",5.6,118646,Adventure,dumb and dumber to
2,2014-04-25,the other woman,40000000.0,83911193.0,84338193.0,2014,IFC,25400.0,427000.0,2011.0,the other woman,44338193.0,1.108454825,tt2203939,The Other Woman,The Other Woman,2014,109,"Comedy,Romance",6.0,122889,Comedy,the other woman
6,2015-09-25,the intern,40000000.0,75764672.0,194564672.0,2015,WB,75800000.0,118800000.0,2015.0,the intern,154564672.0,3.8641168,tt2361509,The Intern,The Intern,2015,121,"Comedy,Drama",7.1,191494,Comedy,the intern
10,2015-10-16,bridge of spies,40000000.0,72313754.0,165513754.0,2015,BV,72300000.0,93200000.0,2015.0,bridge of spies,125513754.0,3.13784385,tt3682448,Bridge of Spies,Bridge of Spies,2015,142,"Drama,History,Thriller",7.6,263004,Drama,bridge of spies
16,2018-09-21,the house with a clock in its walls,40000000.0,68549695.0,131449695.0,2018,Uni.,68500000.0,62900000.0,2018.0,the house with a clock in its walls,91449695.0,2.286242375,tt2119543,The House with a Clock in Its Walls,The House with a Clock in Its Walls,2018,105,"Comedy,Fantasy,Horror",6.0,32995,Comedy,the house with a clock in its walls
17,2016-11-04,hacksaw ridge,40000000.0,67209615.0,175309615.0,2016,LGF,67200000.0,108100000.0,2016.0,hacksaw ridge,135309615.0,3.382740375,tt2119532,Hacksaw Ridge,Hacksaw Ridge,2016,139,"Biography,Drama,History",8.1,366904,Biography,hacksaw ridge
21,2011-02-18,unknown,40000000.0,63686397.0,130786396.0,2011,WB,63700000.0,67099999.0,2011.0,unknown,90786396.0,2.2696599,tt1401152,Unknown,Unknown,2011,113,"Action,Mystery,Thriller",6.9,235167,Action,unknown
21,2011-02-18,unknown,40000000.0,63686397.0,130786396.0,2011,WB,63700000.0,67099999.0,2011.0,unknown,90786396.0,2.2696599,tt2402731,Unknown,Unknown,2012,96,Drama,6.9,14,Drama,unknown
84,2006-11-03,unknown,3700000.0,26403.0,67126402.0,2006,WB,63700000.0,67099999.0,2011.0,unknown,63426402.0,17.14227081081081,tt1401152,Unknown,Unknown,2011,113,"Action,Mystery,Thriller",6.9,235167,Action,unknown
84,2006-11-03,unknown,3700000.0,26403.0,67126402.0,2006,WB,63700000.0,67099999.0,2011.0,unknown,63426402.0,17.14227081081081,tt2402731,Unknown,Unknown,2012,96,Drama,6.9,14,Drama,unknown
22,2010-06-04,get him to the greek,40000000.0,61153526.0,91453526.0,2010,Uni.,61000000.0,30300000.0,2010.0,get him to the greek,51453526.0,1.28633815,tt1226229,Get Him to the Greek,Get Him to the Greek,2010,109,"Adventure,Comedy,Music",6.4,161653,Adventure,get him to the greek
25,2011-03-18,the lincoln lawyer,40000000.0,58009200.0,75009200.0,2011,LGF,58000000.0,17000000.0,2011.0,the lincoln lawyer,35009200.0,0.87523,tt1189340,The Lincoln Lawyer,The Lincoln Lawyer,2011,118,"Crime,Drama,Thriller",7.3,196109,Crime,the lincoln lawyer
28,2013-02-15,escape from planet earth,40000000.0,57012977.0,74612977.0,2013,Wein.,57000000.0,17600000.0,2013.0,escape from planet earth,34612977.0,0.865324425,tt0765446,Escape from Planet Earth,Escape from Planet Earth,2013,89,"Adventure,Animation,Comedy",5.9,23298,Adventure,escape from planet earth
31,2014-11-26,horrible bosses 2,40000000.0,54445357.0,107645357.0,2014,WB,54400000.0,53200000.0,2014.0,horrible bosses 2,67645357.0,1.691133925,tt2170439,Horrible Bosses 2,Horrible Bosses 2,2014,108,"Comedy,Crime",6.3,144442,Comedy,horrible bosses 2
35,2010-07-09,predators,40000000.0,52000688.0,127200688.0,2010,Fox,52000000.0,75200000.0,2010.0,predators,87200688.0,2.1800172,tt1424381,Predators,Predators,2010,107,"Action,Adventure,Sci-Fi",6.4,199764,Action,predators
36,2012-08-15,the odd life of timothy green,40000000.0,51853450.0,56053450.0,2012,BV,51900000.0,4200000.0,2012.0,the odd life of timothy green,16053450.0,0.40133625,tt1462769,The Odd Life of Timothy Green,The Odd Life of Timothy Green,2012,105,"Comedy,Drama,Family",6.6,42770,Comedy,the odd life of timothy green
43,2014-06-20,jersey boys,40000000.0,47047013.0,67647013.0,2014,WB,47000000.0,20600000.0,2014.0,jersey boys,27647013.0,0.691175325,tt1742044,Jersey Boys,Jersey Boys,2014,134,"Biography,Drama,Music",6.8,30410,Biography,jersey boys
48,2014-05-30,a million ways to die in the west,40000000.0,42720965.0,86820965.0,2014,Uni.,43100000.0,44100000.0,2014.0,a million ways to die in the west,46820965.0,1.170524125,tt2557490,A Million Ways to Die in the West,A Million Ways to Die in the West,2014,116,"Comedy,Western",6.1,160534,Comedy,a million ways to die in the west
49,2011-08-12,final destination 5,40000000.0,42587643.0,157887643.0,2011,WB (NL),42600000.0,115300000.0,2011.0,final destination 5,117887643.0,2.947191075,tt1622979,Final Destination 5,Final Destination 5,2011,92,Horror,5.9,98061,Horror,final destination 5
50,2018-11-16,widows,40000000.0,42402632.0,76002632.0,2018,Fox,42400000.0,33600000.0,2018.0,widows,36002632.0,0.9000658,tt1785670,Widows,Viudas,2011,100,"Comedy,Drama",6.3,484,Comedy,widows
50,2018-11-16,widows,40000000.0,42402632.0,76002632.0,2018,Fox,42400000.0,33600000.0,2018.0,widows,36002632.0,0.9000658,tt4218572,Widows,Widows,2018,129,"Crime,Drama,Thriller",7.0,61615,Crime,widows
54,2014-07-18,sex tape,40000000.0,38543473.0,126043473.0,2014,Sony,38500000.0,87500000.0,2014.0,sex tape,86043473.0,2.151086825,tt1956620,Sex Tape,Sex Tape,2014,94,"Comedy,Romance",5.1,100520,Comedy,sex tape
55,2011-04-15,scream 4,40000000.0,38180928.0,97180928.0,2011,W/Dim.,38200000.0,59000000.0,2011.0,scream 4,57180928.0,1.4295232,tt1262416,Scream 4,Scream 4,2011,111,"Horror,Mystery",6.2,118779,Horror,scream 4
58,2011-03-18,paul,40000000.0,37412945.0,98012945.0,2011,Uni.,37400000.0,60600000.0,2011.0,paul,58012945.0,1.450323625,tt1092026,Paul,Paul,2011,104,"Adventure,Comedy,Sci-Fi",7.0,220567,Adventure,paul
58,2011-03-18,paul,40000000.0,37412945.0,98012945.0,2011,Uni.,37400000.0,60600000.0,2011.0,paul,58012945.0,1.450323625,tt5132504,Paul,Paul,2016,71,Drama,4.8,6,Drama,paul
59,2012-12-19,the guilt trip,40000000.0,37134215.0,41834215.0,2012,Par.,37100000.0,4700000.0,2012.0,the guilt trip,1834215.0,0.045855375,tt1694020,The Guilt Trip,The Guilt Trip,2012,95,"Comedy,Drama",5.8,33702,Comedy,the guilt trip
60,2011-08-26,colombiana,40000000.0,36665854.0,60965854.0,2011,TriS,36700000.0,24300000.0,2011.0,colombiana,20965854.0,0.52414635,tt1657507,Colombiana,Colombiana,2011,108,"Action,Drama,Thriller",6.4,87659,Action,colombiana
62,2018-01-12,the commuter,40000000.0,36343858.0,119943858.0,2018,LGF,36300000.0,83600000.0,2018.0,the commuter,79943858.0,1.99859645,tt1590193,The Commuter,The Commuter,2018,105,"Action,Mystery,Thriller",6.3,83114,Action,the commuter
67,2011-04-08,arthur,40000000.0,33035397.0,,2011,unknown,,,,arthur,,,tt1334512,Arthur,Arthur,2011,110,"Comedy,Romance",5.7,49013,Comedy,arthur
69,2016-12-21,patriots day,40000000.0,31886361.0,50586361.0,2016,LGF,31900000.0,18700000.0,2016.0,patriots day,10586361.0,0.264659025,tt4572514,Patriots Day,Patriots Day,2016,133,"Action,Crime,Drama",7.4,76204,Action,patriots day
73,2010-11-10,morning glory,40000000.0,31011732.0,60011732.0,2010,Par.,31000000.0,29000000.0,2010.0,morning glory,20011732.0,0.5002933,tt1126618,Morning Glory,Morning Glory,2010,107,"Comedy,Drama,Romance",6.5,67367,Comedy,morning glory
75,2019-05-03,long shot,40000000.0,30202860.0,,2019,unknown,,,,long shot,,,tt2139881,Long Shot,Long Shot,2019,125,"Comedy,Romance",7.2,12814,Comedy,long shot
76,2000-08-25,the art of war,40000000.0,30199105.0,,2000,unknown,,,,the art of war,,,tt7091956,The Art of War,The Art of War,2018,96,War,2.8,9,War,the art of war
77,2013-12-25,grudge match,40000000.0,29807260.0,44907260.0,2013,WB,29800000.0,15100000.0,2013.0,grudge match,4907260.0,0.1226815,tt1661382,Grudge Match,Grudge Match,2013,113,"Comedy,Drama,Sport",6.4,54080,Comedy,grudge match
81,2017-08-11,the nut job 2: nutty by nature,40000000.0,28370522.0,65170522.0,2017,ORF,28400000.0,36800000.0,2017.0,the nut job 2: nutty by nature,25170522.0,0.62926305,tt3486626,The Nut Job 2: Nutty by Nature,The Nut Job 2: Nutty by Nature,2017,91,"Adventure,Animation,Comedy",5.5,4820,Adventure,the nut job 2: nutty by nature
84,2017-01-27,resident evil: the final chapter,40000000.0,26844692.0,312244692.0,2017,SGem,26800000.0,285400000.0,2017.0,resident evil: the final chapter,272244692.0,6.8061173,tt2592614,Resident Evil: The Final Chapter,Resident Evil: The Final Chapter,2016,107,"Action,Horror,Sci-Fi",5.6,74979,Action,resident evil: the final chapter
86,2017-06-30,the house,40000000.0,25584504.0,34184504.0,2017,WB (NL),25600000.0,8600000.0,2017.0,the house,-5815496.0,-0.1453874,tt1961562,The House,The House,2011,109,"Drama,Mystery,Thriller",4.6,50,Drama,the house
86,2017-06-30,the house,40000000.0,25584504.0,34184504.0,2017,WB (NL),25600000.0,8600000.0,2017.0,the house,-5815496.0,-0.1453874,tt2408288,The House,Jib,2011,72,Animation,7.3,58,Animation,the house
86,2017-06-30,the house,40000000.0,25584504.0,34184504.0,2017,WB (NL),25600000.0,8600000.0,2017.0,the house,-5815496.0,-0.1453874,tt3425402,The House,Huset,2016,90,Thriller,4.5,476,Thriller,the house
86,2017-06-30,the house,40000000.0,25584504.0,34184504.0,2017,WB (NL),25600000.0,8600000.0,2017.0,the house,-5815496.0,-0.1453874,tt4481514,The House,The House,2017,88,"Comedy,Crime",5.6,33365,Comedy,the house
88,2007-04-05,the reaping,40000000.0,25126214.0,,2007,unknown,,,,the reaping,,,tt4203258,The Reaping,La cosecha,2014,84,"Comedy,Horror,Thriller",4.9,36,Comedy,the reaping
89,2011-01-07,season of the witch,40000000.0,24827228.0,91627228.0,2011,Rela.,24800000.0,66800000.0,2011.0,season of the witch,51627228.0,1.2906807,tt0479997,Season of the Witch,Season of the Witch,2011,95,"Action,Adventure,Fantasy",5.4,85777,Action,season of the witch
90,1994-06-03,renaissance man,40000000.0,24172899.0,,1994,unknown,,,,renaissance man,,,tt5198910,Renaissance Man,Renaissance Man,2018,90,Documentary,4.7,6,Documentary,renaissance man
94,2016-08-26,mechanic: resurrection,40000000.0,21218403.0,125718403.0,2016,LG/S,21200000.0,104500000.0,2016.0,mechanic: resurrection,85718403.0,2.142960075,tt3522806,Mechanic: Resurrection,Mechanic: Resurrection,2016,98,"Action,Adventure,Thriller",5.7,67275,Action,mechanic: resurrection
99,2012-02-03,big miracle,40000000.0,20157300.0,24757300.0,2012,Uni.,20200000.0,4600000.0,2012.0,big miracle,-15242700.0,-0.3810675,tt1430615,Big Miracle,Big Miracle,2012,107,"Biography,Drama,Family",6.5,17585,Biography,big miracle
100,2012-12-21,the impossible,40000000.0,19019882.0,180319882.0,2012,LG/S,19000000.0,161300000.0,2012.0,the impossible,140319882.0,3.50799705,tt1649419,The Impossible,Lo imposible,2012,114,"Drama,History,Thriller",7.6,177762,Drama,the impossible
1,2012-03-09,a thousand words,40000000.0,18450127.0,22050127.0,2012,P/DW,18500000.0,3600000.0,2012.0,a thousand words,-17949873.0,-0.448746825,tt0763831,A Thousand Words,A Thousand Words,2012,91,"Comedy,Drama",5.9,36387,Comedy,a thousand words
15,2015-03-20,the gunman,40000000.0,10664749.0,24164749.0,2015,ORF,10700000.0,13500000.0,2015.0,the gunman,-15835251.0,-0.395881275,tt2515034,The Gunman,The Gunman,2015,115,"Action,Crime,Drama",5.8,36053,Action,the gunman
19,2013-08-16,paranoia,40000000.0,7388654.0,13788654.0,2013,Rela.,7400000.0,6400000.0,2013.0,paranoia,-26211346.0,-0.65528365,tt1413495,Paranoia,Paranoia,2013,106,"Drama,Thriller",5.7,33149,Drama,paranoia
19,2013-08-16,paranoia,40000000.0,7388654.0,13788654.0,2013,Rela.,7400000.0,6400000.0,2013.0,paranoia,-26211346.0,-0.65528365,tt1904995,Paranoia,Paranoia,2012,87,Thriller,5.3,26,Thriller,paranoia
21,2015-07-10,baahubali: the beginning,40000000.0,6738000.0,,2015,unknown,,,,baahubali: the beginning,,,tt2631186,Baahubali: The Beginning,Bahubali: The Beginning,2015,159,"Action,Drama",8.1,93243,Action,baahubali: the beginning
22,2018-03-09,the hurricane heist,40000000.0,6115824.0,,2018,unknown,,,,the hurricane heist,,,tt5360952,The Hurricane Heist,The Hurricane Heist,2018,103,"Action,Adventure,Crime",5.1,15326,Action,the hurricane heist
24,2015-11-25,victor frankenstein,40000000.0,5775076.0,34275076.0,2015,Fox,5800000.0,28500000.0,2015.0,victor frankenstein,-5724924.0,-0.1431231,tt1976009,Victor Frankenstein,Victor Frankenstein,2015,110,"Drama,Horror,Sci-Fi",6.0,47492,Drama,victor frankenstein
27,2014-06-27,snowpiercer,40000000.0,4563029.0,86763029.0,2014,RTWC,4600000.0,82200000.0,2014.0,snowpiercer,46763029.0,1.169075725,tt1706620,Snowpiercer,Snowpiercer,2013,126,"Action,Drama,Sci-Fi",7.1,239264,Action,snowpiercer
31,1986-07-01,pirates,40000000.0,1641825.0,,1986,unknown,,,,pirates,,,tt3485166,Pirates,Hae-jeok: Ba-da-ro gan san-jeok,2014,130,"Action,Adventure,Comedy",6.6,2387,Action,pirates
36,2004-09-24,the last shot,40000000.0,463730.0,,2004,unknown,,,,the last shot,,,tt1754651,The Last Shot,The Last Shot,2010,47,Action,8.0,9,Action,the last shot
37,2007-03-16,nomad,40000000.0,79123.0,,2007,unknown,,,,nomad,,,tt6111842,Nomad,Nomad,2018,83,Drama,3.1,7,Drama,nomad
40,2016-11-11,uss indianapolis: men of courage,40000000.0,0.0,,2016,unknown,,,,uss indianapolis: men of courage,,,tt2032572,USS Indianapolis: Men of Courage,USS Indianapolis: Men of Courage,2016,128,"Action,Drama,History",5.2,9453,Action,uss indianapolis: men of courage
48,2012-10-05,frankenweenie,39000000.0,35287788.0,81487788.0,2012,BV,35300000.0,46200000.0,2012.0,frankenweenie,42487788.0,1.0894304615384616,tt1142977,Frankenweenie,Frankenweenie,2012,87,"Animation,Comedy,Family",7.0,89489,Animation,frankenweenie
50,2005-09-30,serenity,39000000.0,25514517.0,,2005,unknown,,,,serenity,,,tt6476140,Serenity,Serenity,2019,106,"Drama,Mystery,Sci-Fi",5.3,17904,Drama,serenity
