id,release_date,movie,production_budget,domestic_gross,worldwide_gross,year_x,studio_bom,domestic_gross_y,foreign_gross_bom,year_y,movie_clean,profit,ROI,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,main_genres,clean_title
21,2018-09-07,peppermint,25000000.0,35418723.0,53818723.0,2018,STX,35400000.0,18400000.0,2018.0,peppermint,28818723.0,1.15274892,tt6850820,Peppermint,Peppermint,2018,101,"Action,Crime,Drama",6.5,35854,Action,peppermint
22,2007-09-21,good luck chuck,25000000.0,35017297.0,,2007,unknown,,,,good luck chuck,,,tt5138210,Good Luck Chuck,Good Luck Chuck,2016,51,Comedy,7.4,8,Comedy,good luck chuck
25,2014-12-10,the gambler,25000000.0,33680992.0,39280992.0,2014,Par.,33700000.0,5600000.0,2014.0,the gambler,14280992.0,0.57123968,tt1828325,The Gambler,The Gambler,2015,105,Drama,7.0,10,Drama,the gambler
25,2014-12-10,the gambler,25000000.0,33680992.0,39280992.0,2014,Par.,33700000.0,5600000.0,2014.0,the gambler,14280992.0,0.57123968,tt2039393,The Gambler,The Gambler,2014,111,"Crime,Drama,Thriller",6.0,59995,Crime,the gambler
25,2014-12-10,the gambler,25000000.0,33680992.0,39280992.0,2014,Par.,33700000.0,5600000.0,2014.0,the gambler,14280992.0,0.57123968,tt2843832,The Gambler,The Gambler,2013,52,Documentary,7.6,14,Documentary,the gambler
25,2014-12-10,the gambler,25000000.0,33680992.0,39280992.0,2014,Par.,33700000.0,5600000.0,2014.0,the gambler,14280992.0,0.57123968,tt2924336,The Gambler,Losejas,2013,109,"Drama,Thriller",7.2,1479,Drama,the gambler
25,2014-12-10,the gambler,25000000.0,33680992.0,39280992.0,2014,Par.,33700000.0,5600000.0,2014.0,the gambler,14280992.0,0.57123968,tt9447594,The Gambler,The Gambler,2019,121,"Action,Sci-Fi,Thriller",6.1,10,Action,the gambler
50,1999-08-04,the gambler,3000000.0,51773.0,5651773.0,1999,Par.,33700000.0,5600000.0,2014.0,the gambler,2651773.0,0.8839243333333333,tt1828325,The Gambler,The Gambler,2015,105,Drama,7.0,10,Drama,the gambler
50,1999-08-04,the gambler,3000000.0,51773.0,5651773.0,1999,Par.,33700000.0,5600000.0,2014.0,the gambler,2651773.0,0.8839243333333333,tt2039393,The Gambler,The Gambler,2014,111,"Crime,Drama,Thriller",6.0,59995,Crime,the gambler
50,1999-08-04,the gambler,3000000.0,51773.0,5651773.0,1999,Par.,33700000.0,5600000.0,2014.0,the gambler,2651773.0,0.8839243333333333,tt2843832,The Gambler,The Gambler,2013,52,Documentary,7.6,14,Documentary,the gambler
50,1999-08-04,the gambler,3000000.0,51773.0,5651773.0,1999,Par.,33700000.0,5600000.0,2014.0,the gambler,2651773.0,0.8839243333333333,tt2924336,The Gambler,Losejas,2013,109,"Drama,Thriller",7.2,1479,Drama,the gambler
50,1999-08-04,the gambler,3000000.0,51773.0,5651773.0,1999,Par.,33700000.0,5600000.0,2014.0,the gambler,2651773.0,0.8839243333333333,tt9447594,The Gambler,The Gambler,2019,121,"Action,Sci-Fi,Thriller",6.1,10,Action,the gambler
29,2017-02-17,fist fight,25000000.0,32187017.0,41087017.0,2017,WB (NL),32200000.0,8900000.0,2017.0,fist fight,16087017.0,0.64348068,tt3401882,Fist Fight,Fist Fight,2017,91,Comedy,5.6,35136,Comedy,fist fight
32,2011-12-09,the sitter,25000000.0,30542576.0,35042576.0,2011,Fox,30400000.0,4500000.0,2011.0,the sitter,10042576.0,0.40170304,tt1366344,The Sitter,The Sitter,2011,81,Comedy,5.7,65575,Comedy,the sitter
32,2011-12-09,the sitter,25000000.0,30542576.0,35042576.0,2011,Fox,30400000.0,4500000.0,2011.0,the sitter,10042576.0,0.40170304,tt4697228,The Sitter,Charlotte Wakes,2017,97,Horror,4.0,250,Horror,the sitter
36,2014-04-11,draft day,25000000.0,28842237.0,29462237.0,2014,LG/S,28800000.0,620000.0,2014.0,draft day,4462237.0,0.17848948,tt2223990,Draft Day,Draft Day,2014,110,"Drama,Sport",6.8,48812,Drama,draft day
38,2017-02-03,rings,25000000.0,27793018.0,83093018.0,2017,Par.,27800000.0,55300000.0,2017.0,rings,58093018.0,2.32372072,tt0498381,Rings,Rings,2017,102,"Drama,Horror,Mystery",4.5,34151,Drama,rings
43,2011-08-26,don't be afraid of the dark,25000000.0,24046682.0,36946682.0,2011,FD,24000000.0,12900000.0,2011.0,don't be afraid of the dark,11946682.0,0.47786728,tt1270761,Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,2010,99,"Fantasy,Horror,Thriller",5.6,44490,Fantasy,don't be afraid of the dark
44,2010-04-23,the losers,25000000.0,23591432.0,29391432.0,2010,WB,23600000.0,5800000.0,2010.0,the losers,4391432.0,0.17565728,tt0480255,The Losers,The Losers,2010,97,"Action,Adventure,Crime",6.4,83876,Action,the losers
44,2010-04-23,the losers,25000000.0,23591432.0,29391432.0,2010,WB,23600000.0,5800000.0,2010.0,the losers,4391432.0,0.17565728,tt3746918,The Losers,The Losers,2013,112,Drama,1.7,70,Drama,the losers
46,2007-08-24,war,25000000.0,22486409.0,,2007,unknown,,,,war,,,tt4105466,War,Chrieg,2014,106,Drama,6.8,204,Drama,war
50,2011-02-11,the eagle,25000000.0,19490041.0,27090041.0,2011,Focus,19500000.0,7600000.0,2011.0,the eagle,2090041.0,0.08360164,tt1034389,The Eagle,The Eagle,2011,114,"Action,Adventure,Drama",6.2,61475,Action,the eagle
52,2011-09-02,shark night 3d,25000000.0,18877153.0,40177153.0,2011,Rela.,18900000.0,21300000.0,2011.0,shark night 3d,15177153.0,0.60708612,tt1633356,Shark Night 3D,Shark Night 3D,2011,90,"Horror,Thriller",4.0,23190,Horror,shark night 3d
53,2017-03-24,chips,25000000.0,18600152.0,26800151.0,2017,WB,18600000.0,8199999.0,2017.0,chips,1800151.0,0.07200604,tt0493405,CHIPS,CHIPS,2017,100,"Action,Comedy,Crime",6.0,37029,Action,chips
53,2017-03-24,chips,25000000.0,18600152.0,26800151.0,2017,WB,18600000.0,8199999.0,2017.0,chips,1800151.0,0.07200604,tt2011351,Chips,Potechi,2012,68,Comedy,6.8,145,Comedy,chips
56,2017-12-22,father figures,25000000.0,17501244.0,25601244.0,2017,WB,17500000.0,8100000.0,2017.0,father figures,601244.0,0.02404976,tt1966359,Father Figures,Father Figures,2017,113,"Adventure,Comedy,Drama",5.5,14373,Adventure,father figures
56,2017-12-22,father figures,25000000.0,17501244.0,25601244.0,2017,WB,17500000.0,8100000.0,2017.0,father figures,601244.0,0.02404976,tt2925960,Father Figures,Father Figures,2013,58,Documentary,6.8,102,Documentary,father figures
58,2013-10-25,the counselor,25000000.0,16973715.0,70973715.0,2013,Fox,17000000.0,54000000.0,2013.0,the counselor,45973715.0,1.8389486,tt2193215,The Counselor,The Counselor,2013,117,"Crime,Drama,Thriller",5.3,92096,Crime,the counselor
60,2018-12-07,mary queen of scots,25000000.0,16468499.0,46368499.0,2018,Focus,16500000.0,29900000.0,2018.0,mary queen of scots,21368499.0,0.85473996,tt1555069,Mary Queen of Scots,Mary Queen of Scots,2013,119,"Biography,Drama,History",5.5,753,Biography,mary queen of scots
60,2018-12-07,mary queen of scots,25000000.0,16468499.0,46368499.0,2018,Focus,16500000.0,29900000.0,2018.0,mary queen of scots,21368499.0,0.85473996,tt2328900,Mary Queen of Scots,Mary Queen of Scots,2018,124,"Biography,Drama,History",6.3,23866,Biography,mary queen of scots
63,1986-04-18,legend,25000000.0,15502112.0,56602112.0,1986,Uni.,1900000.0,41100000.0,2015.0,legend,31602112.0,1.26408448,tt3555036,Legend,Legend,2014,168,"Action,Drama",6.5,1568,Action,legend
63,1986-04-18,legend,25000000.0,15502112.0,56602112.0,1986,Uni.,1900000.0,41100000.0,2015.0,legend,31602112.0,1.26408448,tt3569230,Legend,Legend,2015,132,"Biography,Crime,Drama",7.0,138947,Biography,legend
10,2015-11-20,legend,25000000.0,1872994.0,42972994.0,2015,Uni.,1900000.0,41100000.0,2015.0,legend,17972994.0,0.71891976,tt3555036,Legend,Legend,2014,168,"Action,Drama",6.5,1568,Action,legend
10,2015-11-20,legend,25000000.0,1872994.0,42972994.0,2015,Uni.,1900000.0,41100000.0,2015.0,legend,17972994.0,0.71891976,tt3569230,Legend,Legend,2015,132,"Biography,Crime,Drama",7.0,138947,Biography,legend
66,2009-11-06,the box,25000000.0,15051977.0,,2009,unknown,,,,the box,,,tt1728200,The Box,The Box,2011,89,Drama,6.3,51,Drama,the box
68,2010-10-08,my soul to take,25000000.0,14744435.0,20944435.0,2010,Uni.,14700000.0,6200000.0,2010.0,my soul to take,-4055565.0,-0.1622226,tt0872230,My Soul to Take,My Soul to Take,2010,107,"Horror,Mystery,Thriller",4.8,18381,Horror,my soul to take
74,2011-09-09,warrior,25000000.0,13657115.0,23057115.0,2011,LGF,13700000.0,9400000.0,2011.0,warrior,-1942885.0,-0.0777154,tt1291584,Warrior,Warrior,2011,140,"Drama,Sport",8.2,403755,Drama,warrior
76,2017-09-22,battle of the sexes,25000000.0,12638526.0,,2017,unknown,,,,battle of the sexes,,,tt4622512,Battle of the Sexes,Battle of the Sexes,2017,121,"Biography,Comedy,Drama",6.7,43245,Biography,battle of the sexes
77,2012-12-21,cirque du soleil: worlds away,25000000.0,12512862.0,34112862.0,2012,Par.,12500000.0,21600000.0,2012.0,cirque du soleil: worlds away,9112862.0,0.36451448,tt1792647,Cirque du Soleil: Worlds Away,Cirque du Soleil: Worlds Away,2012,91,Fantasy,6.8,7643,Fantasy,cirque du soleil: worlds away
78,2015-11-13,the 33,25000000.0,12227722.0,24927722.0,2015,WB,12200000.0,12700000.0,2015.0,the 33,-72278.0,-0.00289112,tt2006295,The 33,The 33,2015,127,"Biography,Drama,History",6.9,32263,Biography,the 33
80,2011-04-15,the conspirator,25000000.0,11538204.0,15438204.0,2011,RAtt.,11500000.0,3900000.0,2011.0,the conspirator,-9561796.0,-0.38247184,tt0968264,The Conspirator,The Conspirator,2010,122,"Crime,Drama,History",6.9,26416,Crime,the conspirator
88,2011-09-16,straw dogs,25000000.0,10324441.0,,2011,unknown,,,,straw dogs,,,tt0999913,Straw Dogs,Straw Dogs,2011,110,"Action,Drama,Thriller",5.8,30924,Action,straw dogs
90,2002-08-16,possession,25000000.0,10103647.0,,2002,unknown,,,,possession,,,tt2044843,Possession,Possession,2012,90,"Drama,Mystery",7.2,12,Drama,possession
90,2002-08-16,possession,25000000.0,10103647.0,,2002,unknown,,,,possession,,,tt2359241,Possession,Possession,2012,80,Horror,5.4,27,Horror,possession
90,2002-08-16,possession,25000000.0,10103647.0,,2002,unknown,,,,possession,,,tt2998154,Possession,Possession,2013,82,Drama,6.8,6,Drama,possession
94,2009-11-25,the road,25000000.0,8114270.0,,2009,unknown,,,,the road,,,tt2063008,The Road,The Road,2011,110,"Crime,Drama,Horror",5.6,1617,Crime,the road
94,2009-11-25,the road,25000000.0,8114270.0,,2009,unknown,,,,the road,,,tt2346048,The Road,Käräjävuorentie,2012,102,Drama,5.4,17,Drama,the road
94,2009-11-25,the road,25000000.0,8114270.0,,2009,unknown,,,,the road,,,tt4621482,The Road,The Road,2015,96,Drama,5.5,13,Drama,the road
94,2009-11-25,the road,25000000.0,8114270.0,,2009,unknown,,,,the road,,,tt5142610,The Road,The Road,2015,95,Documentary,7.7,70,Documentary,the road
95,2018-10-12,beautiful boy,25000000.0,7634767.0,,2018,unknown,,,,beautiful boy,,,tt1226837,Beautiful Boy,Beautiful Boy,2018,120,"Biography,Drama",7.3,30368,Biography,beautiful boy
95,2018-10-12,beautiful boy,25000000.0,7634767.0,,2018,unknown,,,,beautiful boy,,,tt1533013,Beautiful Boy,Beautiful Boy,2010,100,Drama,6.6,6058,Drama,beautiful boy
97,2019-03-15,captive state,25000000.0,5958315.0,,2019,unknown,,,,captive state,,,tt5968394,Captive State,Captive State,2019,109,"Sci-Fi,Thriller",6.9,28780,Sci-Fi,captive state
5,2008-10-03,blindness,25000000.0,3073392.0,,2008,unknown,,,,blindness,,,tt5662990,Blindness,Zacma,2016,115,Drama,5.4,114,Drama,blindness
6,2018-04-13,sgt. stubby: an american hero,25000000.0,3054285.0,,2018,unknown,,,,sgt. stubby: an american hero,,,tt5314190,Sgt. Stubby: An American Hero,Sgt. Stubby: An American Hero,2018,84,"Adventure,Animation,Family",6.9,1225,Adventure,sgt. stubby: an american hero
7,2011-12-16,carnage,25000000.0,2546747.0,,2011,unknown,,,,carnage,,,tt1692486,Carnage,Carnage,2011,80,"Comedy,Drama",7.2,111372,Comedy,carnage
7,2011-12-16,carnage,25000000.0,2546747.0,,2011,unknown,,,,carnage,,,tt6667360,Carnage,Carnage: Swallowing the Past,2017,68,Comedy,7.8,1108,Comedy,carnage
8,2017-09-01,tulip fever,25000000.0,2455635.0,8355635.0,2017,Wein.,2500000.0,5900000.0,2017.0,tulip fever,-16644365.0,-0.6657746,tt0491203,Tulip Fever,Tulip Fever,2017,105,"Drama,History,Romance",6.2,15037,Drama,tulip fever
12,2016-01-29,jane got a gun,25000000.0,1513793.0,,2016,unknown,,,,jane got a gun,,,tt2140037,Jane Got a Gun,Jane Got a Gun,2015,98,"Action,Drama,Western",5.9,19051,Action,jane got a gun
17,2013-03-22,on the road,25000000.0,720828.0,8720828.0,2013,IFC,744000.0,8000000.0,2012.0,on the road,-16279172.0,-0.65116688,tt0337692,On the Road,On the Road,2012,124,"Adventure,Drama,Romance",6.1,37886,Adventure,on the road
17,2013-03-22,on the road,25000000.0,720828.0,8720828.0,2013,IFC,744000.0,8000000.0,2012.0,on the road,-16279172.0,-0.65116688,tt4339118,On the Road,On the Road,2014,89,Drama,6.0,6,Drama,on the road
17,2013-03-22,on the road,25000000.0,720828.0,8720828.0,2013,IFC,744000.0,8000000.0,2012.0,on the road,-16279172.0,-0.65116688,tt5647250,On the Road,On the Road,2016,121,Drama,5.7,127,Drama,on the road
19,2010-06-30,love ranch,25000000.0,137885.0,,2010,unknown,,,,love ranch,,,tt1125929,Love Ranch,Love Ranch,2010,117,"Biography,Comedy,Drama",5.6,2742,Biography,love ranch
25,2011-07-08,ironclad,25000000.0,0.0,,2011,unknown,,,,ironclad,,,tt1233301,Ironclad,Ironclad,2011,121,"Action,Adventure,Drama",6.2,38477,Action,ironclad
26,2019-05-10,the professor and the madman,25000000.0,0.0,,2019,unknown,,,,the professor and the madman,,,tt5932728,The Professor and the Madman,The Professor and the Madman,2019,124,"Biography,Drama,Mystery",7.4,10383,Biography,the professor and the madman
27,2015-03-10,red sky,25000000.0,0.0,,2015,unknown,,,,red sky,,,tt1946381,Red Sky,Red Sky,2014,100,"Action,Thriller",4.1,1337,Action,red sky
27,2015-03-10,red sky,25000000.0,0.0,,2015,unknown,,,,red sky,,,tt3396636,Red Sky,Red Sky,2013,56,Thriller,4.9,17,Thriller,red sky
27,2015-03-10,red sky,25000000.0,0.0,,2015,unknown,,,,red sky,,,tt6950432,Red Sky,Ciel rouge,2017,91,"Drama,War",4.1,35,Drama,red sky
29,2014-01-10,the adventurer: the curse of the midas box,25000000.0,0.0,,2014,unknown,,,,the adventurer: the curse of the midas box,,,tt1376213,The Adventurer: The Curse of the Midas Box,The Adventurer: The Curse of the Midas Box,2013,100,"Adventure,Family,Fantasy",5.4,5257,Adventure,the adventurer: the curse of the midas box
30,2019-12-31,reagan,25000000.0,0.0,,2019,unknown,,,,reagan,,,tt1822382,Reagan,Reagan,2011,105,"Biography,Documentary",7.4,732,Biography,reagan
31,2012-11-09,dangerous liaisons,24200000.0,17000.0,,2012,unknown,,,,dangerous liaisons,,,tt2071441,Dangerous Liaisons,Wi-heom-han gyan-gye,2012,110,"Drama,Mystery,Romance",5.9,1694,Drama,dangerous liaisons
88,1988-12-21,dangerous liaisons,14000000.0,34700000.0,,1988,unknown,,,,dangerous liaisons,,,tt2071441,Dangerous Liaisons,Wi-heom-han gyan-gye,2012,110,"Drama,Mystery,Romance",5.9,1694,Drama,dangerous liaisons
36,2014-06-20,think like a man too,24000000.0,65028687.0,70028687.0,2014,SGem,65200000.0,5000000.0,2014.0,think like a man too,46028687.0,1.9178619583333334,tt2239832,Think Like a Man Too,Think Like a Man Too,2014,106,"Comedy,Romance",5.8,18533,Comedy,think like a man too
37,2016-12-16,fences,24000000.0,57682904.0,64382904.0,2016,Par.,57700000.0,6700000.0,2016.0,fences,40382904.0,1.682621,tt2671706,Fences,Fences,2016,139,Drama,7.2,86749,Drama,fences
39,2011-10-14,footloose,24000000.0,51802742.0,,2011,unknown,,,,footloose,,,tt1068242,Footloose,Footloose,2011,113,"Comedy,Drama,Music",5.9,43251,Comedy,footloose
61,1984-02-17,footloose,8200000.0,80000000.0,,1984,unknown,,,,footloose,,,tt1068242,Footloose,Footloose,2011,113,"Comedy,Drama,Music",5.9,43251,Comedy,footloose
40,2017-04-07,going in style,24000000.0,45018541.0,,2017,unknown,,,,going in style,,,tt2568862,Going in Style,Going in Style,2017,96,"Comedy,Crime",6.6,66418,Comedy,going in style
44,2007-11-21,hitman,24000000.0,39687694.0,,2007,unknown,,,,hitman,,,tt2261633,Hitman,Hitman,2012,95,Action,5.8,85,Action,hitman
44,2007-11-21,hitman,24000000.0,39687694.0,,2007,unknown,,,,hitman,,,tt6625996,Hitman,Hitman,2014,147,Action,4.9,12,Action,hitman
52,2010-08-20,piranha 3d,24000000.0,25003155.0,83203155.0,2010,W/Dim.,25000000.0,58200000.0,2010.0,piranha 3d,59203155.0,2.466798125,tt0464154,Piranha 3D,Piranha 3D,2010,88,"Comedy,Horror",5.4,81327,Comedy,piranha 3d
53,2010-11-24,faster,24000000.0,23240020.0,35640020.0,2010,CBS,23200000.0,12400000.0,2010.0,faster,11640020.0,0.4850008333333333,tt1433108,Faster,Faster,2010,98,"Action,Crime,Drama",6.5,93618,Action,faster
58,2011-09-16,i don't know how she does it,24000000.0,9659074.0,30559074.0,2011,Wein.,9700000.0,20900000.0,2011.0,i don't know how she does it,6559074.0,0.27329475,tt1742650,I Don't Know How She Does It,I Don't Know How She Does It,2011,89,"Comedy,Romance",4.9,18552,Comedy,i don't know how she does it
60,2013-12-20,dhoom 3,24000000.0,8031955.0,88031955.0,2013,Yash,8000000.0,80000000.0,2013.0,dhoom 3,64031955.0,2.667998125,tt1833673,Dhoom 3,Dhoom:3,2013,172,"Action,Thriller",5.4,40466,Action,dhoom 3
71,2018-11-16,green book,23000000.0,85080171.0,319780171.0,2018,Uni.,85100000.0,234700000.0,2018.0,green book,296780171.0,12.903485695652174,tt6966692,Green Book,Green Book,2018,130,"Biography,Comedy,Drama",8.3,204972,Biography,green book
73,2015-01-16,the wedding ringer,23000000.0,64460211.0,79760211.0,2015,SGem,64500000.0,15300000.0,2015.0,the wedding ringer,56760211.0,2.467835260869565,tt0884732,The Wedding Ringer,The Wedding Ringer,2015,101,Comedy,6.7,66893,Comedy,the wedding ringer
74,2000-03-17,final destination,23000000.0,53302314.0,,2000,unknown,,,,final destination,,,tt5056454,Final Destination,Final Destination,2013,65,Documentary,6.1,35,Documentary,final destination
76,2011-10-07,the ides of march,23000000.0,40962534.0,75962534.0,2011,Sony,41000000.0,35000000.0,2011.0,the ides of march,52962534.0,2.302718869565217,tt1124035,The Ides of March,The Ides of March,2011,101,"Drama,Thriller",7.1,207417,Drama,the ides of march
78,2018-10-05,the hate u give,23000000.0,29719483.0,34919483.0,2018,Fox,29700000.0,5200000.0,2018.0,the hate u give,11919483.0,0.5182383913043478,tt5580266,The Hate U Give,The Hate U Give,2018,133,"Crime,Drama",7.3,17583,Crime,the hate u give
80,2014-01-10,her,23000000.0,25568251.0,,2014,unknown,,,,her,,,tt1798709,Her,Her,2013,126,"Drama,Romance,Sci-Fi",8.0,467232,Drama,her
83,2012-01-20,haywire,23000000.0,18942396.0,33342396.0,2012,Rela.,18900000.0,14400000.0,2012.0,haywire,10342396.0,0.4496693913043478,tt1506999,Haywire,Haywire,2011,93,"Action,Drama,Thriller",5.8,78681,Action,haywire
86,2016-02-26,eddie the eagle,23000000.0,15789389.0,46189389.0,2016,Fox,15800000.0,30400000.0,2016.0,eddie the eagle,23189389.0,1.0082343043478261,tt1083452,Eddie the Eagle,Eddie the Eagle,2015,106,"Biography,Comedy,Drama",7.4,75331,Biography,eddie the eagle
88,2000-08-25,the crew,23000000.0,13019253.0,,2000,unknown,,,,the crew,,,tt4428728,The Crew,Braqueurs,2015,81,"Crime,Drama,Thriller",6.3,3030,Crime,the crew
97,2013-06-28,redemption,23000000.0,36686.0,,2013,unknown,,,,redemption,,,tt1350546,Redemption,Redemption,2011,97,"Adventure,Drama,Romance",4.5,98,Adventure,redemption
97,2013-06-28,redemption,23000000.0,36686.0,,2013,unknown,,,,redemption,,,tt1893256,Redemption,Hummingbird,2013,100,"Action,Crime,Drama",6.2,61317,Action,redemption
97,2013-06-28,redemption,23000000.0,36686.0,,2013,unknown,,,,redemption,,,tt3104228,Redemption,Sha jie,2013,110,"Family,Horror,Romance",4.6,25,Family,redemption
97,2013-06-28,redemption,23000000.0,36686.0,,2013,unknown,,,,redemption,,,tt3279418,Redemption,Redemption,2013,106,"Drama,Mystery,Thriller",8.4,5,Drama,redemption
97,2013-06-28,redemption,23000000.0,36686.0,,2013,unknown,,,,redemption,,,tt8666442,Redemption,Geula,2018,104,Drama,7.2,42,Drama,redemption
98,2008-04-25,rogue,23000000.0,10452.0,,2008,unknown,,,,rogue,,,tt6682124,Rogue,Rogue,2017,134,"Action,Romance,Thriller",5.8,69,Action,rogue
3,2016-11-18,nocturnal animals,22500000.0,10663357.0,30263357.0,2016,Focus,10700000.0,19600000.0,2016.0,nocturnal animals,7763357.0,0.34503808888888887,tt4550098,Nocturnal Animals,Nocturnal Animals,2016,116,"Drama,Thriller",7.5,205240,Drama,nocturnal animals
4,2015-04-24,the water diviner,22500000.0,4200117.0,38200117.0,2015,WB,4200000.0,34000000.0,2015.0,the water diviner,15700117.0,0.6977829777777778,tt3007512,The Water Diviner,The Water Diviner,2014,111,"Drama,History,War",7.1,66595,Drama,the water diviner
5,1990-07-13,ghost,22000000.0,217631306.0,,1990,unknown,,,,ghost,,,tt1655400,Ghost,Gôsuto,2010,115,"Drama,Fantasy,Mystery",5.8,229,Drama,ghost
5,1990-07-13,ghost,22000000.0,217631306.0,,1990,unknown,,,,ghost,,,tt2175671,Ghost,Ghost,2012,118,Horror,2.3,205,Horror,ghost
11,2014-02-28,son of god,22000000.0,59700064.0,67800064.0,2014,Fox,59700000.0,8100000.0,2014.0,son of god,45800064.0,2.081821090909091,tt1805411,Son of God,Son of God,2010,80,Documentary,6.8,13,Documentary,son of god
11,2014-02-28,son of god,22000000.0,59700064.0,67800064.0,2014,Fox,59700000.0,8100000.0,2014.0,son of god,45800064.0,2.081821090909091,tt3210686,Son of God,Son of God,2014,138,"Biography,Drama,History",5.8,17606,Biography,son of god
13,2014-08-08,the hundred-foot journey,22000000.0,54235441.0,88835441.0,2014,BV,54200000.0,34600000.0,2014.0,the hundred-foot journey,66835441.0,3.0379745909090907,tt2980648,The Hundred-Foot Journey,The Hundred-Foot Journey,2014,122,"Comedy,Drama",7.3,69562,Comedy,the hundred-foot journey
16,1995-07-28,the net,22000000.0,50621733.0,,1995,unknown,,,,the net,,,tt5996202,The Net,Geumul,2016,114,Drama,7.3,2098,Drama,the net
16,1995-07-28,the net,22000000.0,50621733.0,,1995,unknown,,,,the net,,,tt6864720,The Net,Nevod,2017,75,Drama,5.3,18,Drama,the net
17,2012-08-03,diary of a wimpy kid: dog days,22000000.0,49008662.0,77108662.0,2012,Fox,49000000.0,28100000.0,2012.0,diary of a wimpy kid: dog days,55108662.0,2.5049391818181816,tt2023453,Diary of a Wimpy Kid: Dog Days,Diary of a Wimpy Kid: Dog Days,2012,94,"Comedy,Family",6.3,19571,Comedy,diary of a wimpy kid: dog days
19,2005-11-11,derailed,22000000.0,36020063.0,,2005,unknown,,,,derailed,,,tt6173644,Derailed,Doo namja,2016,107,"Action,Crime",6.3,212,Action,derailed
21,2013-11-22,delivery man,22000000.0,30659817.0,49959817.0,2013,BV,30700000.0,19300000.0,2013.0,delivery man,27959817.0,1.2709007727272728,tt2387559,Delivery Man,Delivery Man,2013,105,"Comedy,Drama",6.4,70706,Comedy,delivery man
22,2016-02-05,"hail, caesar!",22000000.0,30080225.0,63180225.0,2016,Uni.,30500000.0,33100000.0,2016.0,"hail, caesar!",41180225.0,1.8718284090909092,tt0475290,"Hail, Caesar!","Hail, Caesar!",2016,106,"Comedy,Drama,Music",6.3,111422,Comedy,"hail, caesar!"
27,2017-05-19,diary of a wimpy kid: the long haul,22000000.0,20738724.0,40138724.0,2017,Fox,20700000.0,19400000.0,2017.0,diary of a wimpy kid: the long haul,18138724.0,0.8244874545454546,tt6003368,Diary of a Wimpy Kid: The Long Haul,Diary of a Wimpy Kid: The Long Haul,2017,91,"Comedy,Family",4.4,5635,Comedy,diary of a wimpy kid: the long haul
29,2013-11-27,homefront,22000000.0,20158492.0,43058492.0,2013,ORF,20200000.0,22900000.0,2013.0,homefront,21058492.0,0.9572041818181818,tt2312718,Homefront,Homefront,2013,100,"Action,Thriller",6.5,98549,Action,homefront
29,2013-11-27,homefront,22000000.0,20158492.0,43058492.0,2013,ORF,20200000.0,22900000.0,2013.0,homefront,21058492.0,0.9572041818181818,tt2558484,Homefront,The Things We Leave Behind,2013,111,Drama,7.7,17,Drama,homefront
33,2001-09-14,the glass house,22000000.0,17951431.0,,2001,unknown,,,,the glass house,,,tt3106750,The Glass House,The Glass House,2014,95,"Drama,Thriller",7.4,8,Drama,the glass house
34,2015-09-04,the transporter refueled,22000000.0,16029670.0,72629670.0,2015,EC,16000000.0,56600000.0,2015.0,the transporter refueled,50629670.0,2.3013486363636364,tt2938956,The Transporter Refueled,The Transporter Refueled,2015,96,"Action,Adventure,Crime",5.2,36201,Action,the transporter refueled
37,2012-08-22,hit & run,22000000.0,13749300.0,,2012,unknown,,,,hit & run,,,tt10300710,Hit & Run,Hit & Run,2019,114,"Action,Comedy",7.1,43,Action,hit & run
40,2017-11-17,"roman j. israel, esq.",22000000.0,11962712.0,13062712.0,2017,Sony,12000000.0,1100000.0,2017.0,"roman j. israel, esq.",-8937288.0,-0.4062403636363636,tt6000478,"Roman J. Israel, Esq.","Roman J. Israel, Esq.",2017,122,"Crime,Drama,Thriller",6.4,23632,Crime,"roman j. israel, esq."
41,2013-12-04,out of the furnace,22000000.0,11330849.0,15630849.0,2013,Rela.,11300000.0,4300000.0,2013.0,out of the furnace,-6369151.0,-0.28950686363636363,tt1206543,Out of the Furnace,Out of the Furnace,2013,116,"Crime,Drama,Thriller",6.8,99037,Crime,out of the furnace
44,2017-12-08,just getting started,22000000.0,6069605.0,7669605.0,2017,BG,6100000.0,1600000.0,2017.0,just getting started,-14330395.0,-0.6513815909090909,tt5721088,Just Getting Started,Just Getting Started,2017,91,"Action,Comedy",4.4,4829,Action,just getting started
49,2014-10-31,before i go to sleep,22000000.0,3242457.0,15442457.0,2014,CE,3200000.0,12200000.0,2014.0,before i go to sleep,-6557543.0,-0.2980701363636364,tt1726592,Before I Go to Sleep,Before I Go to Sleep,2014,92,"Drama,Horror,Mystery",6.3,64684,Drama,before i go to sleep
50,2010-10-08,stone,22000000.0,1810078.0,9510078.0,2010,Over.,1800000.0,7700000.0,2010.0,stone,-12489922.0,-0.5677237272727272,tt1423995,Stone,Stone,2010,105,"Drama,Thriller",5.4,38667,Drama,stone
50,2010-10-08,stone,22000000.0,1810078.0,9510078.0,2010,Over.,1800000.0,7700000.0,2010.0,stone,-12489922.0,-0.5677237272727272,tt2156825,Stone,Kamen,2012,90,"Crime,Drama,Thriller",5.6,607,Crime,stone
